datetime_utc,timestamp_ms,open,high,low,close,volume_shares,volume_usd,trade_count
2026-07-28 06:30:00+00:00,1785220200000,1061.7,1070.9,1059.8,1065.5,9256.865,9863189.6575,4631
2026-07-28 06:45:00+00:00,1785221100000,1065.2,1073.9,1061.9,1072.9,12266.854,13161107.6566,5080
2026-07-28 07:00:00+00:00,1785222000000,1073.0,1073.4,1066.9,1071.2,5923.857,6345635.6184,3642
2026-07-28 07:15:00+00:00,1785222900000,1071.2,1072.4,1064.2,1066.4,6538.151,6972284.2264,4340
2026-07-28 07:30:00+00:00,1785223800000,1066.4,1068.7,1064.4,1067.1,4076.371,4349895.4941,2398
2026-07-28 07:45:00+00:00,1785224700000,1067.0,1067.3,1059.5,1061.2,7599.492,8064580.9104,4118
2026-07-28 08:00:00+00:00,1785225600000,1061.4,1066.6,1050.0,1052.2,14684.674,15451213.982800001,9194
2026-07-28 08:15:00+00:00,1785226500000,1051.5,1066.2,1049.3,1065.0,10474.208,11155031.520000001,6535
2026-07-28 08:30:00+00:00,1785227400000,1065.0,1070.8,1060.4,1069.5,7320.247,7829004.1665,4006
2026-07-28 08:45:00+00:00,1785228300000,1069.5,1069.6,1063.7,1066.7,5327.535,5682881.5845,3620
2026-07-28 09:00:00+00:00,1785229200000,1066.4,1069.9,1064.8,1066.2,5247.042,5594396.180400001,3482
2026-07-28 09:15:00+00:00,1785230100000,1066.2,1067.1,1063.3,1065.3,3215.913,3425912.1188999997,2438
2026-07-28 09:30:00+00:00,1785231000000,1065.2,1065.3,1060.5,1061.5,3547.903,3766099.0344999996,2366
2026-07-28 09:45:00+00:00,1785231900000,1061.4,1062.3,1054.6,1056.4,4881.445,5156758.498,3197
2026-07-28 10:00:00+00:00,1785232800000,1056.4,1060.0,1055.2,1057.0,4858.572,5135510.604,3224
2026-07-28 10:15:00+00:00,1785233700000,1056.8,1057.1,1051.2,1053.4,6416.443,6759081.0562,3094
2026-07-28 10:30:00+00:00,1785234600000,1053.3,1054.9,1039.0,1044.5,11014.873,11505034.8485,4709
2026-07-28 10:45:00+00:00,1785235500000,1044.3,1051.7,1043.1,1049.9,5419.731,5690175.576900001,3300
2026-07-28 11:00:00+00:00,1785236400000,1050.0,1050.4,1036.2,1036.3,6013.364,6231649.1132,4240
2026-07-28 11:15:00+00:00,1785237300000,1036.2,1051.0,1036.1,1044.8,4862.919,5080777.771199999,3957
2026-07-28 11:30:00+00:00,1785238200000,1044.7,1053.8,1044.7,1052.9,8170.718,8602948.9822,6913
2026-07-28 11:45:00+00:00,1785239100000,1052.5,1059.1,1051.7,1054.3,5732.692,6043977.1756,4529
2026-07-28 12:00:00+00:00,1785240000000,1054.0,1059.0,1052.3,1056.3,2794.405,2951730.0015000002,2637
