datetime_utc,timestamp_ms,open,high,low,close,volume_shares,volume_usd,trade_count
2026-07-24 00:30:00+00:00,1784853000000,1246.7,1246.9,1233.7,1242.9,8495.467,10559015.934300002,5342
2026-07-24 00:45:00+00:00,1784853900000,1243.2,1252.9,1241.7,1249.6,6106.186,7630290.025599999,3638
2026-07-24 01:00:00+00:00,1784854800000,1249.3,1267.9,1248.3,1253.8,6016.568,7543572.9584,4255
2026-07-24 01:15:00+00:00,1784855700000,1253.5,1267.9,1251.6,1257.7,3534.018,4444734.4386,2650
2026-07-24 01:30:00+00:00,1784856600000,1257.4,1266.2,1256.3,1262.3,2932.115,3701208.7644999996,2253
2026-07-24 01:45:00+00:00,1784857500000,1261.6,1261.6,1247.0,1247.4,2336.571,2914638.6654000003,1642
2026-07-24 02:00:00+00:00,1784858400000,1247.8,1250.1,1241.8,1247.1,3578.884,4463226.2364,2888
2026-07-24 02:15:00+00:00,1784859300000,1246.9,1247.1,1236.4,1238.8,3842.547,4760147.2236,2341
2026-07-24 02:30:00+00:00,1784860200000,1238.9,1241.1,1221.8,1222.3,5313.407,6494577.3761,3753
2026-07-24 02:45:00+00:00,1784861100000,1222.0,1224.4,1214.3,1216.7,9466.402,11517771.3134,4854
2026-07-24 03:00:00+00:00,1784862000000,1216.8,1225.2,1215.8,1221.8,4624.973,5650792.0114,3697
2026-07-24 03:15:00+00:00,1784862900000,1221.8,1226.4,1218.1,1224.1,6413.009,7850164.316899999,3852
2026-07-24 03:30:00+00:00,1784863800000,1224.2,1224.4,1217.0,1220.2,4106.557,5010820.8514,2508
2026-07-24 03:45:00+00:00,1784864700000,1219.8,1221.0,1206.4,1208.9,3789.932,4581648.7948,2122
2026-07-24 04:00:00+00:00,1784865600000,1209.3,1215.7,1202.2,1203.3,7508.722,9035245.182599999,4356
2026-07-24 04:15:00+00:00,1784866500000,1203.4,1220.0,1202.5,1217.9,5496.675,6694400.482500001,3320
2026-07-24 04:30:00+00:00,1784867400000,1218.0,1219.0,1203.8,1206.5,3623.688,4371979.572,2457
2026-07-24 04:45:00+00:00,1784868300000,1206.6,1213.8,1202.7,1213.5,6143.476,7455108.125999999,2984
2026-07-24 05:00:00+00:00,1784869200000,1213.2,1230.2,1207.4,1228.3,9771.809,12002712.994699998,4470
2026-07-24 05:15:00+00:00,1784870100000,1228.3,1232.0,1218.0,1220.0,6853.252,8360967.44,4177
2026-07-24 05:30:00+00:00,1784871000000,1219.8,1227.7,1218.7,1222.9,4955.572,6060168.9988,2737
2026-07-24 05:45:00+00:00,1784871900000,1222.6,1225.7,1212.3,1214.7,2949.96,3583316.412,1915
2026-07-24 06:00:00+00:00,1784872800000,1214.8,1214.8,1203.3,1204.8,5627.359,6779842.1232,3002
2026-07-24 06:15:00+00:00,1784873700000,1205.2,1207.1,1200.9,1204.4,6504.35,7833839.140000001,3982
2026-07-24 06:30:00+00:00,1784874600000,1204.7,1214.8,1204.4,1213.4,5160.836,6262158.402400001,3230
2026-07-24 06:45:00+00:00,1784875500000,1213.4,1216.1,1210.3,1214.5,3375.977,4100124.0664999997,3137
2026-07-24 07:00:00+00:00,1784876400000,1214.5,1224.9,1214.5,1224.1,4104.721,5024588.976099999,4687
2026-07-24 07:15:00+00:00,1784877300000,1224.0,1226.2,1221.7,1223.6,2648.147,3240272.6692,3021
2026-07-24 07:30:00+00:00,1784878200000,1223.5,1226.3,1219.1,1219.5,2431.224,2964877.668,2352
2026-07-24 07:45:00+00:00,1784879100000,1219.7,1223.7,1218.6,1220.6,2788.18,3403252.5079999994,2679
2026-07-24 08:00:00+00:00,1784880000000,1220.3,1221.7,1215.2,1216.2,5048.003,6139381.2486,3980
2026-07-24 08:15:00+00:00,1784880900000,1216.2,1221.1,1216.1,1219.6,2851.987,3478283.3452,2442
2026-07-24 08:30:00+00:00,1784881800000,1219.6,1224.2,1219.0,1222.4,1969.194,2407142.7456,2042
2026-07-24 08:45:00+00:00,1784882700000,1222.4,1222.7,1218.9,1221.4,1724.014,2105710.6996,1138
2026-07-24 09:00:00+00:00,1784883600000,1221.6,1225.5,1220.6,1224.2,1573.109,1925800.0378,1780
2026-07-24 09:15:00+00:00,1784884500000,1224.0,1224.6,1220.5,1221.3,1619.886,1978366.7718,1594
2026-07-24 09:30:00+00:00,1784885400000,1221.3,1225.1,1219.6,1224.1,1245.219,1524272.5779,1142
2026-07-24 09:45:00+00:00,1784886300000,1224.1,1229.3,1223.6,1229.3,1365.697,1678851.3220999998,1272
2026-07-24 10:00:00+00:00,1784887200000,1229.3,1230.4,1224.7,1225.6,1607.363,1969984.0928,1202
2026-07-24 10:15:00+00:00,1784888100000,1225.3,1228.7,1224.6,1226.1,1154.986,1416128.3346,961
2026-07-24 10:30:00+00:00,1784889000000,1226.2,1226.9,1218.7,1220.2,2451.521,2991345.9242000002,1560
2026-07-24 10:45:00+00:00,1784889900000,1220.2,1220.5,1216.5,1219.8,1606.316,1959384.2567999999,1265
2026-07-24 11:00:00+00:00,1784890800000,1219.8,1223.5,1217.6,1221.7,1937.45,2366982.665,1336
2026-07-24 11:15:00+00:00,1784891700000,1221.6,1224.8,1220.2,1224.1,522.365,639426.9965,778
2026-07-24 11:30:00+00:00,1784892600000,1223.8,1224.0,1220.2,1220.3,796.021,971384.4262999999,1064
2026-07-24 11:45:00+00:00,1784893500000,1220.2,1229.5,1218.9,1227.0,1003.698,1231537.446,1172
2026-07-24 12:00:00+00:00,1784894400000,1226.9,1232.0,1221.6,1231.5,1392.745,1715165.4674999998,1292
2026-07-24 12:15:00+00:00,1784895300000,1231.7,1234.2,1229.7,1231.3,1351.028,1663520.7763999999,1198
2026-07-24 12:30:00+00:00,1784896200000,1231.3,1232.9,1223.2,1223.6,1162.401,1422313.8636,994
2026-07-24 12:45:00+00:00,1784897100000,1223.3,1224.1,1217.8,1218.6,2084.03,2539598.958,1271
2026-07-24 13:00:00+00:00,1784898000000,1218.4,1219.7,1214.2,1217.2,1423.053,1732140.1116000002,1540
2026-07-24 13:15:00+00:00,1784898900000,1217.1,1220.9,1210.5,1210.9,1653.53,2002259.4770000002,1547
2026-07-24 13:30:00+00:00,1784899800000,1211.1,1217.9,1189.4,1200.8,14012.211,16825862.968799997,8408
2026-07-24 13:45:00+00:00,1784900700000,1200.9,1203.3,1174.8,1177.8,17586.957,20713917.9546,7379
2026-07-24 14:00:00+00:00,1784901600000,1177.9,1183.9,1169.5,1179.5,12125.433,14301948.2235,6400
2026-07-24 14:15:00+00:00,1784902500000,1179.4,1188.9,1168.6,1187.1,10900.279,12939721.2009,5589
2026-07-24 14:30:00+00:00,1784903400000,1187.3,1187.3,1174.3,1179.8,6310.758,7445432.288399999,2811
2026-07-24 14:45:00+00:00,1784904300000,1179.3,1193.9,1178.8,1190.1,5613.914,6681119.051399999,3360
2026-07-24 15:00:00+00:00,1784905200000,1190.2,1195.7,1181.0,1194.3,5815.37,6945296.391,4427
2026-07-24 15:15:00+00:00,1784906100000,1194.3,1197.4,1187.8,1188.4,5493.043,6527932.3012,3629
2026-07-24 15:30:00+00:00,1784907000000,1187.6,1195.4,1185.4,1189.3,5873.48,6985329.7639999995,3996
2026-07-24 15:45:00+00:00,1784907900000,1189.2,1195.9,1188.0,1193.0,3255.191,3883442.863,2516
2026-07-24 16:00:00+00:00,1784908800000,1193.4,1196.9,1190.2,1190.5,4280.068,5095420.954,2874
2026-07-24 16:15:00+00:00,1784909700000,1190.6,1194.0,1187.9,1190.6,2601.944,3097874.5264,1774
2026-07-24 16:30:00+00:00,1784910600000,1190.2,1190.2,1184.5,1186.3,2388.927,2833984.1001,2252
2026-07-24 16:45:00+00:00,1784911500000,1186.1,1186.6,1178.6,1183.0,2160.382,2555731.906,1673
2026-07-24 17:00:00+00:00,1784912400000,1183.2,1183.5,1176.8,1178.3,1263.562,1488855.1045999997,1325
2026-07-24 17:15:00+00:00,1784913300000,1178.0,1185.4,1177.5,1185.2,2010.319,2382630.0788000003,1923
2026-07-24 17:30:00+00:00,1784914200000,1185.1,1187.5,1179.5,1179.9,1287.698,1519354.8702000002,1892
2026-07-24 17:45:00+00:00,1784915100000,1179.9,1183.2,1178.9,1181.1,1139.484,1345844.5523999997,1298
2026-07-24 18:00:00+00:00,1784916000000,1180.4,1181.4,1175.7,1176.5,1492.825,1756308.6125,1506
2026-07-24 18:15:00+00:00,1784916900000,1176.5,1177.2,1169.1,1169.4,1775.398,2076150.4212,2472
2026-07-24 18:30:00+00:00,1784917800000,1169.4,1169.4,1161.0,1165.0,3770.928,4393131.12,3129
2026-07-24 18:45:00+00:00,1784918700000,1165.0,1172.5,1164.6,1170.1,2079.422,2433131.6821999997,1590
2026-07-24 19:00:00+00:00,1784919600000,1170.4,1172.4,1161.9,1162.0,2890.255,3358476.31,1830
2026-07-24 19:15:00+00:00,1784920500000,1162.1,1169.9,1160.9,1167.8,4873.48,5691249.943999999,2872
2026-07-24 19:30:00+00:00,1784921400000,1168.4,1173.9,1167.5,1169.0,2653.758,3102243.102,1706
2026-07-24 19:45:00+00:00,1784922300000,1169.4,1170.4,1165.6,1168.8,3233.857,3779732.0615999997,1997
2026-07-24 20:00:00+00:00,1784923200000,1168.5,1171.5,1166.5,1171.5,2607.555,3054750.6824999996,1580
2026-07-24 20:15:00+00:00,1784924100000,1171.5,1173.7,1170.3,1170.7,930.945,1089857.3115,735
2026-07-24 20:30:00+00:00,1784925000000,1170.5,1170.6,1168.5,1170.5,766.94,897703.27,562
2026-07-24 20:45:00+00:00,1784925900000,1170.5,1173.1,1168.0,1172.2,945.94,1108830.868,608
2026-07-24 21:00:00+00:00,1784926800000,1172.1,1172.2,1167.5,1167.9,459.419,536555.4501,412
2026-07-24 21:15:00+00:00,1784927700000,1167.8,1167.8,1165.0,1166.7,1215.182,1417752.8394000002,1118
2026-07-24 21:30:00+00:00,1784928600000,1166.9,1167.0,1164.0,1165.3,935.573,1090223.2168999999,1157
2026-07-24 21:45:00+00:00,1784929500000,1165.3,1165.5,1160.1,1161.4,1783.945,2071873.723,1875
2026-07-24 22:00:00+00:00,1784930400000,1161.8,1163.3,1160.6,1162.6,790.599,919150.3974,1459
2026-07-24 22:15:00+00:00,1784931300000,1162.7,1164.5,1162.5,1164.5,428.071,498488.6795,709
2026-07-24 22:30:00+00:00,1784932200000,1164.5,1167.0,1164.0,1165.9,628.723,733028.1457,1187
2026-07-24 22:45:00+00:00,1784933100000,1165.9,1169.6,1165.3,1166.5,975.641,1138085.2264999999,864
2026-07-24 23:00:00+00:00,1784934000000,1166.4,1169.7,1165.6,1166.8,966.03,1127163.804,873
