Month/Year,No. of new joined,No. of FinTech,y-o-y growth of FinTech,No. of E-sport/Digital Entertainment,y-o-y growth of E-sport/Digital Entertainment,No. of Smart City/Living,y-o-y growth of Smart City/Living,No. of AI/Big data,y-o-y growth of AI/Big data,No. of Blockchain,y-o-y growth of Blockchain,No. of Cybersecurity,y-o-y growth of Cybersecurity,No. of Application Development & Others,y-o-y growth of Application Development & Others,No. of Corporate Service Companies,y-o-y growth of Corporate Service Companies
2025/12,112,429,-0.69%,158,-0.63%,971,13.04%,318,10.80%,119,-0.83%,36,20.00%,295,-3.28%,37,-5.13%
